issuekey,title,description,storypoint,split_mark
BAM-3766,Upgrade default AMI OS to newer version of Fedora Linux - see reduced scope of this issue,for the current default ami (ami3c3dda55 in case of 2.2.1) there are many updates pending and it isn't wise to do it on each instance startup  see:      ===========================================================================| 3.7 mb    00:07  setting up update process  resolving dependencies  > running transaction check  > package ntp.i386 0:4.2.4p41.fc8 set to be updated  > package vimenhanced.i386 2:7.1.2451.fc8 set to be updated  > package openldap.i386 0:2.3.394.fc8 set to be updated  > package fusedevel.i386 0:2.7.41.fc8 set to be updated  > package bindutils.i386 32:9.5.029.p2.fc8 set to be updated  > package pythonlibs.i386 0:2.5.126.fc8.2 set to be updated  > package pcre.i386 0:7.34.fc8 set to be updated  > package yum.noarch 0:3.2.205.fc8 set to be updated  > processing dependency: pygpgme for package: yum  > package ruby.i386 0:1.8.6.2872.fc8 set to be updated  > package logwatch.noarch 0:7.3.622.fc8 set to be updated  > package kernelxen.i686 0:2.6.21.75.fc8 set to be installed  > package utillinuxng.i386 0:2.13.12.fc8 set to be updated  > package vimminimal.i386 2:7.1.2451.fc8 set to be updated  > package vixiecron.i386 4:4.29.fc8 set to be updated  > package alsalib.i386 0:1.0.163.fc8 set to be updated  > package iptables.i386 0:1.4.1.12.fc8 set to be updated  > package libxml2.i386 0:2.7.22.fc8 set to be updated  > package libpng.i386 2:1.2.331.fc8 set to be updated  > package nss.i386 0:3.12.2.01.1.fc8 set to be updated  > package papslibs.i386 0:0.6.88.fc8 set to be updated  > package libacl.i386 0:2.2.3914.fc8 set to be updated  > package openobex.i386 0:1.312.fc8 set to be updated  > package libnfnetlink.i386 0:0.0.393.fc8 set to be updated  > package acl.i386 0:2.2.3914.fc8 set to be updated  > package microcodectl.i386 1:1.171.39.fc8 set to be updated  > package hallibs.i386 0:0.5.105.fc8 set to be updated  > package pygobject2.i386 0:2.14.21.fc8 set to be updated  > package rsync.i386 0:2.6.95.fc8 set to be updated  > package rubyirb.i386 0:1.8.6.2872.fc8 set to be updated  > package bluezlibs.i386 0:3.351.fc8 set to be updated  > package bindlibs.i386 32:9.5.029.p2.fc8 set to be updated  > package systemconfignetworktui.noarch 0:1.5.101.fc8 set to be updated  > package beecrypt.i386 0:4.1.217.fc8 set to be updated  > package gtk2.i386 0:2.12.82.fc8 set to be updated  > package fuselibs.i386 0:2.7.41.fc8 set to be updated  > package libedit.i386 0:2.111.20080712cvs.fc8 set to be updated  > package ed.i386 0:1.11.fc8 set to be updated  > package networkmanagerglib.i386 1:0.7.00.12.svn4326.fc8 set to be updated  > processing dependency: networkmanager = 1:0.7.00.12.svn4326.fc8 for package: networkmanagerglib  > package db4.i386 0:4.6.213.fc8 set to be updated  > package dhcpv6client.i386 0:0.1052.fc8 set to be updated  > package freetype.i386 0:2.3.55.fc8 set to be updated  > package pythonurlgrabber.noarch 0:3.0.09.fc8 set to be updated  > package coreutils.i386 0:6.919.fc8 set to be updated  > package e2fsprogs.i386 0:1.40.43.fc8 set to be updated  > package psmisc.i386 0:22.62.1.fc8 set to be updated  > package libsysfs.i386 0:2.1.04.fc8 set to be updated  > package auditlibs.i386 0:1.7.41.fc8 set to be updated  > package libglade2.i386 0:2.6.24.fc8 set to be updated  > package quota.i386 1:3.142.fc8 set to be updated  > package cupslibs.i386 1:1.3.92.fc8 set to be updated  > package perllibs.i386 4:5.8.841.fc8 set to be updated  > package fedoragnometheme.noarch 0:8.0.02.fc8 set to be updated  > package libdhcp6client.i386 0:0.1052.fc8 set to be updated  > package iptablesipv6.i386 0:1.4.1.12.fc8 set to be updated  > package libtiff.i386 0:3.8.211.fc8 set to be updated  > package autofs.i386 1:5.0.231 set to be updated  > package ypbind.i386 3:1.20.44.fc8 set to be updated  > package anacron.i386 0:2.358.fc8 set to be updated  > package controlcenterfilesystem.i386 1:2.20.33.fc8 set to be updated  > package nfsutils.i386 1:1.1.12.fc8 set to be updated  > package smartmontools.i386 1:5.381.fc8 set to be updated  > package wget.i386 0:1.11.11.fc8 set to be updated  > package pmutils.i386 0:0.99.419.fc8 set to be updated  > package sudo.i386 0:1.6.9p46.fc8 set to be updated  > package popt.i386 0:1.134.fc8 set to be updated  > package shadowutils.i386 2:4.0.18.122.fc8 set to be updated  > package dbusglib.i386 0:0.738.fc8 set to be updated  > package traceroute.i386 3:2.0.121.fc8 set to be updated  > package kernelheaders.i386 0:2.6.26.857.fc8 set to be updated  > package rubyrdoc.i386 0:1.8.6.2872.fc8 set to be updated  > package info.i386 0:4.115.fc8 set to be updated  > package pamkrb5.i386 0:2.2.182.fc8 set to be updated  > package bluezutils.i386 0:3.355.fc8 set to be updated  > package curl.i386 0:7.18.27.fc8 set to be updated  > processing dependency: libssh2.so.1 for package: curl  > package gnupg.i386 0:1.4.710.fc8 set to be updated  > package hal.i386 0:0.5.105.fc8 set to be updated  > package filelibs.i386 0:4.216.fc8 set to be updated  > package bzip2libs.i386 0:1.0.413.fc8 set to be updated  > package rubygems.noarch 0:1.2.02.fc8 set to be updated  > package perl.i386 4:5.8.841.fc8 set to be updated  > package policykit.i386 0:0.62.fc8 set to be updated  > package aspell.i386 12:0.60.54.fc8 set to be updated  > package e2fsprogslibs.i386 0:1.40.43.fc8 set to be updated  > package rubylibs.i386 0:1.8.6.2872.fc8 set to be updated  > package sharedmimeinfo.i386 0:0.232.fc8 set to be updated  > package yumfastestmirror.noarch 0:1.1.171.fc8 set to be updated  > package ntfs3g.i386 2:1.50124.fc8 set to be updated  > package iproute.i386 0:2.6.262.fc8 set to be updated  > package stunnel.i386 0:4.240.fc8 set to be updated  > package fuse.i386 0:2.7.41.fc8 set to be updated  > package elfutilslibelf.i386 0:0.1373.fc8 set to be updated  > package libxcb.i386 0:1.11.1.fc8 set to be updated  > package wpasupplicant.i386 1:0.5.105.fc8 set to be updated  > package libxslt.i386 0:1.1.242.fc8 set to be updated  > package libgnomecanvas.i386 0:2.20.13.fc8 set to be updated  > package tzdata.noarch 0:2008i1.fc8 set to be updated  > package fusesshfs.i386 0:2.21.fc8 set to be updated  > package gnutls.i386 0:1.6.35.fc8 set to be updated  > package pciutils.i386 0:2.2.92.fc8 set to be updated  > package glib2.i386 0:2.14.62.fc8 set to be updated  > package nsstools.i386 0:3.12.2.01.1.fc8 set to be updated  > package mlocate.i386 0:0.211.fc8 set to be updated  > package bzip2.i386 0:1.0.413.fc8 set to be updated  > package fuseencfs.i386 0:1.53.fc8 set to be updated  > processing dependency: libboostserializationmt.so.3 for package: fuseencfs  > processing dependency: libboostfilesystemmt.so.3 for package: fuseencfs  > package halinfo.noarch 0:200806072.fc8 set to be updated  > package cups.i386 1:1.3.92.fc8 set to be updated  > package eject.i386 0:2.1.58.fc8 set to be updated  > package make.i386 1:3.8111.fc8 set to be updated  > package nspr.i386 0:4.7.31.fc8 set to be updated  > package vimcommon.i386 2:7.1.2451.fc8 set to be updated  > package file.i386 0:4.216.fc8 set to be updated  > package paps.i386 0:0.6.88.fc8 set to be updated  > package python.i386 0:2.5.126.fc8.2 set to be updated  > running transaction check  > package libssh2.i386 0:0.185.fc8 set to be updated  > package networkmanager.i386 1:0.7.00.12.svn4326.fc8 set to be updated  > processing dependency: ppp >= 2.2.4 for package: networkmanager  > processing dependency: dnsmasq for package: networkmanager  > processing dependency: avahiautoipd for package: networkmanager  > package pygpgme.i386 0:0.16.fc8 set to be updated  > processing dependency: libgpgme.so.11(gpgme1.0) for package: pygpgme  > processing dependency: libgpgme.so.11 for package: pygpgme  > package boost.i386 0:1.34.17.fc8 set to be updated  > processing dependency: libicuuc.so.38 for package: boost  > processing dependency: libicui18n.so.38 for package: boost  > running transaction check  > package gpgme.i386 0:1.1.54.fc8 set to be updated  > processing dependency: gnupg2 for package: gpgme  > processing dependency: libpth.so.20 for package: gpgme  > package avahiautoipd.i386 0:0.6.218.fc8 set to be updated  > package libicu.i386 0:3.86.fc8 set to be updated  > package ppp.i386 0:2.4.42 set to be updated  > package dnsmasq.i386 0:2.401.fc8 set to be updated  > running transaction check  > package gnupg2.i386 0:2.0.92.fc8 set to be updated  > processing dependency: libksba.so.8(ksba0.9) for package: gnupg2  > processing dependency: dirmngr for package: gnupg2  > processing dependency: libksba.so.8 for package: gnupg2  > processing dependency: pinentry for package: gnupg2  > package pth.i386 0:2.0.73 set to be updated  > running transaction check  > package dirmngr.i386 0:1.0.06.fc8 set to be updated  > package libksba.i386 0:1.0.23.fc8 set to be updated  > package pinentry.i386 0:0.7.41.fc8 set to be updated  > finished dependency resolution    dependencies resolved    =============================================================================   package                 arch       version          repository        size  =============================================================================  installing:   networkmanagerglib     i386       1:0.7.00.12.svn4326.fc8  updatesnewkey    167 k       replacing  networkmanager.i386 1:0.7.00.6.7.svn3235.fc8     kernelxen              i686       2.6.21.75.fc8   updatesnewkey     17 m  updating:   policykit               i386       0.62.fc8        updatesnewkey     76 k   acl                     i386       2.2.3914.fc8    updatesnewkey     69 k   alsalib                i386       1.0.163.fc8     updatesnewkey    402 k   anacron                 i386       2.358.fc8       updatesnewkey     39 k   aspell                  i386       12:0.60.54.fc8  updatesnewkey    969 k   auditlibs              i386       1.7.41.fc8      updatesnewkey     73 k   autofs                  i386       1:5.0.231       updatesnewkey    865 k   beecrypt                i386       4.1.217.fc8     updatesnewkey    144 k   bindlibs               i386       32:9.5.029.p2.fc8  updatesnewkey    951 k   bindutils              i386       32:9.5.029.p2.fc8  updatesnewkey    187 k   bluezlibs              i386       3.351.fc8       updatesnewkey     59 k   bluezutils             i386       3.355.fc8       updatesnewkey    469 k   bzip2                   i386       1.0.413.fc8     updatesnewkey     49 k   bzip2libs              i386       1.0.413.fc8     updatesnewkey     37 k   controlcenterfilesystem  i386       1:2.20.33.fc8   updatesnewkey     34 k   coreutils               i386       6.919.fc8       updatesnewkey    3.3 m   cups                    i386       1:1.3.92.fc8    updatesnewkey    3.5 m   cupslibs               i386       1:1.3.92.fc8    updatesnewkey    197 k   curl                    i386       7.18.27.fc8     updatesnewkey    293 k   db4                     i386       4.6.213.fc8     updatesnewkey    587 k   dbusglib               i386       0.738.fc8       updatesnewkey    160 k   dhcpv6client           i386       0.1052.fc8      updatesnewkey     85 k   e2fsprogs               i386       1.40.43.fc8     updatesnewkey    610 k   e2fsprogslibs          i386       1.40.43.fc8     updatesnewkey    138 k   ed                      i386       1.11.fc8        updatesnewkey     71 k   eject                   i386       2.1.58.fc8      updatesnewkey     51 k   elfutilslibelf         i386       0.1373.fc8      updatesnewkey     58 k   fedoragnometheme      noarch     8.0.02.fc8      updatesnewkey     10 k   file                    i386       4.216.fc8       updatesnewkey     29 k   filelibs               i386       4.216.fc8       updatesnewkey    309 k   freetype                i386       2.3.55.fc8      updatesnewkey    331 k   fuse                    i386       2.7.41.fc8      updatesnewkey     83 k   fusedevel              i386       2.7.41.fc8      updatesnewkey     27 k   fuseencfs              i386       1.53.fc8        updatesnewkey    373 k   fuselibs               i386       2.7.41.fc8      updatesnewkey     71 k   fusesshfs              i386       2.21.fc8        updatesnewkey     49 k   glib2                   i386       2.14.62.fc8     updatesnewkey    850 k   gnupg                   i386       1.4.710.fc8     updatesnewkey    1.9 m   gnutls                  i386       1.6.35.fc8      updatesnewkey    397 k   gtk2                    i386       2.12.82.fc8     updatesnewkey    6.8 m   hal                     i386       0.5.105.fc8     updatesnewkey    461 k   halinfo                noarch     200806072.fc8   updatesnewkey    118 k   hallibs                i386       0.5.105.fc8     updatesnewkey     61 k   info                    i386       4.115.fc8       updatesnewkey    166 k   iproute                 i386       2.6.262.fc8     updatesnewkey    843 k   iptables                i386       1.4.1.12.fc8    updatesnewkey    309 k   iptablesipv6           i386       1.4.1.12.fc8    updatesnewkey    192 k   kernelheaders          i386       2.6.26.857.fc8  updatesnewkey    753 k   libacl                  i386       2.2.3914.fc8    updatesnewkey     20 k   libdhcp6client          i386       0.1052.fc8      updatesnewkey     79 k   libedit                 i386       2.111.20080712cvs.fc8  updatesnewkey     79 k   libglade2               i386       2.6.24.fc8      updatesnewkey     64 k   libgnomecanvas          i386       2.20.13.fc8     updatesnewkey    228 k   libnfnetlink            i386       0.0.393.fc8     updatesnewkey     23 k   libpng                  i386       2:1.2.331.fc8   updatesnewkey    249 k   libsysfs                i386       2.1.04.fc8      updatesnewkey     47 k   libtiff                 i386       3.8.211.fc8     updatesnewkey    307 k   libxcb                  i386       1.11.1.fc8      updatesnewkey    124 k   libxml2                 i386       2.7.22.fc8      updatesnewkey    828 k   libxslt                 i386       1.1.242.fc8     updatesnewkey    526 k   logwatch                noarch     7.3.622.fc8     updatesnewkey    319 k   make                    i386       1:3.8111.fc8    updatesnewkey    477 k   microcodectl           i386       1:1.171.39.fc8  updatesnewkey    437 k   mlocate                 i386       0.211.fc8       updatesnewkey     75 k   nfsutils               i386       1:1.1.12.fc8    updatesnewkey    281 k   nspr                    i386       4.7.31.fc8      updatesnewkey    119 k   nss                     i386       3.12.2.01.1.fc8  updatesnewkey    1.2 m   nsstools               i386       3.12.2.01.1.fc8  updatesnewkey    1.2 m   ntfs3g                 i386       2:1.50124.fc8   updatesnewkey    192 k   ntp                     i386       4.2.4p41.fc8    updatesnewkey    1.4 m   openldap                i386       2.3.394.fc8     updatesnewkey    294 k   openobex                i386       1.312.fc8       updatesnewkey     37 k   pam_krb5                i386       2.2.182.fc8     updatesnewkey    128 k   paps                    i386       0.6.88.fc8      updatesnewkey     32 k   papslibs               i386       0.6.88.fc8      updatesnewkey     23 k   pciutils                i386       2.2.92.fc8      updatesnewkey     93 k   pcre                    i386       7.34.fc8        updatesnewkey    137 k   perl                    i386       4:5.8.841.fc8   updatesnewkey     12 m   perllibs               i386       4:5.8.841.fc8   updatesnewkey    570 k   pmutils                i386       0.99.419.fc8    updatesnewkey     44 k   popt                    i386       1.134.fc8       updatesnewkey     39 k   psmisc                  i386       22.62.1.fc8     updatesnewkey     72 k   pygobject2              i386       2.14.21.fc8     updatesnewkey    104 k   python                  i386       2.5.126.fc8.2   updatesnewkey    4.8 m   pythonlibs             i386       2.5.126.fc8.2   updatesnewkey    568 k   pythonurlgrabber       noarch     3.0.09.fc8      updatesnewkey    112 k   quota                   i386       1:3.142.fc8     updatesnewkey    357 k   rsync                   i386       2.6.95.fc8      updatesnewkey    232 k   ruby                    i386       1.8.6.2872.fc8  updatesnewkey    525 k   rubyirb                i386       1.8.6.2872.fc8  updatesnewkey    285 k   rubylibs               i386       1.8.6.2872.fc8  updatesnewkey    1.7 m   rubyrdoc               i386       1.8.6.2872.fc8  updatesnewkey    353 k   rubygems                noarch     1.2.02.fc8      updatesnewkey    598 k   shadowutils            i386       2:4.0.18.122.fc8  updatesnewkey    1.1 m   sharedmimeinfo        i386       0.232.fc8       updatesnewkey    166 k   smartmontools           i386       1:5.381.fc8     updatesnewkey    323 k   stunnel                 i386       4.240.fc8       updatesnewkey    125 k   sudo                    i386       1.6.9p46.fc8    updatesnewkey    235 k   systemconfignetworktui  noarch     1.5.101.fc8     updatesnewkey    1.8 m   traceroute              i386       3:2.0.121.fc8   updatesnewkey     50 k   tzdata                  noarch     2008i1.fc8      updatesnewkey    756 k   utillinuxng           i386       2.13.12.fc8     updatesnewkey    2.0 m   vimcommon              i386       2:7.1.2451.fc8  updatesnewkey    6.6 m   vimenhanced            i386       2:7.1.2451.fc8  updatesnewkey    862 k   vimminimal             i386       2:7.1.2451.fc8  updatesnewkey    346 k   vixiecron              i386       4:4.2...,1,train
BAM-3801,Gadget - User can view a chart of recent percentage of builds successful,"select plans  grouped by time period, configurable.  can filter by time period (last 7 days, last 30 days, last 90 days, last 25 builds, show all builds)  ",3,train
BAM-3804,Prevent a build from running if its ancestors are in queue or running,"e.g.  b depends on a  if b is triggered whilst a building, b trigger is ignored.    this will mean that further checkins against b won't run.    have to be optional.  must only block if the parent is the same revision as the child that is about to build, otherwise, the child might never build.  ",3,train
BAM-3805,User can configure dependency blocking,applicable per child plan  user can configure whether dependency children are blocked from building when ancestors are running.,2,train
BAM-3806,Check ancestors of a build when it is triggered and prevent building if changes found (in ancestors) Ancestors are kicked off,"e.g.  b triggered, whilst a is not building. check a, if changes found in a, build a, don't build b.    what if a is a manual and dependent builds only? or a schedule build?    ignore the trigger for now. later optimizations needed.  ",12,train
BAM-3807,Detect infinte cycles in dependent builds.,"should not allow users to input cyclic dependency configurations    if customers have already done cyclic dependencies, we don't do anything in the upgrade task. we show an error when we try to show the tree.  ",2,train
BAM-3808,User can see in text its ancestors and children for the build result,see all parents  see all children   ,5,train
BAM-3809,Get a gadget to authenticate end to end via Oauth,takes away the need to manually input username/password    ,5,train
BAM-3864,Enable user configuraiton of OAuth in Bamboo.,nan,5,train
BAM-3871,Gadget - chart of queued time,nan,2,train
BAM-3890,Notfication when a build has been in the queue for x minutes,similar to a build hung notification but for builds in the queue,3,train
BAM-3905,"""Test failing since"" doesn't properly consider builds without test results","case a    consider a series of builds:    build1  test x passed  build2  test x failed  build3  build failure, no test results  build4  test x failed  build5  test x failed    in the results of build4 and build5, bamboo reports that test x has been failing since build4.  from this, developers incorrectly infer that the test passed in build3 and the change that caused this failure was introduced in build4.  in this case, it would be better to report that the test has been failing since build2.    case b    there's another interesting case that needs to be considered:    build6  test x passed  build7  build failure, no test results  build8  build failure, no test results  build9  test x failed    here, the failure of test x could have been introduced in build7, build8 or build9.  in this case, perhaps it's best to report that test x has been failing since build 7?",3,train
BAM-3912,Bandana import/export,nan,3,train
BAM-3917,Fix i18n for gadgets,nan,5,train
BAM-3918,Provide feedback in UI about builds being blocked (build dependencies),nan,3,train
BAM-3922,Tests for REST,nan,3,train
BAM-3923,Selenium tests (with Hamish),nan,3,train
BAM-3961,Bucket - Gadget issues,nan,8,train
BAM-3981,Dependency blocking for polling builds,nan,2,train
BAM-4000,Configure agent capabilities for each Elastic Configuration,nan,5,train
BAM-4003,"Allow ""at least"" and ""maximum #"" of agent on schedule",nan,2,train
BAM-4030,Make it possible (via instructions) for a customer to 'Bamboo enable' an AMI,as per krystian's comments  http:/jira.atlassian.com/browse/bam3766?focusedcommentid=160191&page=com.atlassian.jira.plugin.system.issuetabpanels%3acomment tabpanel#action_160191 we want to make it possible for a customer to follow instructions/install software so that an instances of an ami can be spawned by bamboo server and have elastic agents start up on them.    this is will get us out of the endless cycle of upgrading the default ami.,5,train
BAM-4037,Add support for EC2 Availability Zones,see here for what we are talking about  http:/developer.amazonwebservices.com/connect/entry.jspa?externalid=1347    availability zone support is a prerequisite for http:/aws.amazon.com/ec2/faqs/#whatisareservedinstance support.    we should have a default availability zone (for the bamboo install) and be able to specify the avail zone per elastic configuration.,5,train
BAM-4088,Rename ElasticAgentSchedule to ElasticInstanceSchedule,also rework associated ui text,1,train
BAM-4341,Roundtrip error w/ input validation during EC2 instance startup,round trip errors occur on the ec2/instance screen when an invalid number of instances are requested,1,train
BAM-4360,Ensure that all commands when mounting EBS volumes handle failure recursively,"ebs volume creation, attachment & mounting is still depending on various variable timing from amazon (especially when multiple volumes are stared simultaneously).    we should ensure that we cater for failure and perform retries for all commands.",2,train
BAM-4367,Please make a Maven 2.1.0 builder available on the EC2 image,confluence need maven 2.1.0 specifically to build confluence.,2,train
BAM-4378,"Set the ""Last Modified"" header for artifacts, so browsers can cache static resources","since most (all?) build artifacts are static, and probably never change once they are created, bamboo should set the ""last modified"" header when serving any artifact.  the timestamp from the file stored on disk could be used, or if that is unavailable  the time stamp of when the build finished?        large artifacts such as the json needed for clover's new tree map could greatly benefit from browsers doing the needful caching.",1,train
BAM-4386,"The ""no more than"" instance schedule seems to shut down more instances than it should","having a schedule configured as ""no more than"" e.g. ""no more than 4"" seems to kill all available instances, since it seems that it looks if the instance is on list (even if already scheduled to be shut down   agent stopped, but the instance is still on the list) instead of checking if given instance to be shut down has agent present or not.",1,train
BAM-4416,Failed EBS volume creaion should start as disabled,"if startup of ebs volume fails for an instance, the agent should start as disabled.    ",2,train
BAM-4418,"Rename ""Bamboo Builds"" tab in JIRA Bamboo plugin to be ""Builds""",nan,1,train
BAM-4424,Allow a clover license to be entered via the Bamboo admin (ie a global license).  License can be overridden at the plan config level," on the build config screen if a ""global"" license exists then we display a message indicating that a license is already configured.   on the build config screen if a ""global"" license exists and the license is valid then we display a message indicating that a license is valid.   on the build config screen if a ""global"" license exists and the license is invalid then we display a message indicating that a license is not valid   on the build config screen if no ""global"" license exists then a text entry field should be available and a message indicating that a license is required should be displayed.   a text entry field should be available on the build config screen to allow the license to be overridden at the plan level.   if any license is defined at a plan level, it takes precedence     check interaction with clover.license in the settings.xml  validation of lic. is optional nice to have iff extras supports decoding.  ",3,train
BAM-4484,Add path to clover gadget to the list of gadgets available,nan,1,train
BAM-4497,Update Dependencies to match jira's (again),"once jira has finalised its own dependencies...    to ensure gadgets actually work we will probably need to ensure that our oauth, atlasianplugins and atlassiangadgets libraries are updated to the same version as jira 4.0 and then double check that all the gadgets work.",2,train
BAM-4503,ship version 2.1.15 of nant builder plugin with bamboo 2.3.x,changes in the plugin api for bamboo 2.3x have broken the nant builder plugin    http:/developer.atlassian.com/jira/browse/nant24    a new version of the plugin is http:/confluence.atlassian.com/download/attachments/47448218/nant_builder2.1.15.jar?version=1&modificationdate=1251978264907,1,train
BAM-4534,Spike: Concurrent chains running,nan,20,train
BAM-4535,Quick and dirty way to add a plan to a stage in a chain,"suggestion here is to have a ""chain and stage"" selector just on the plan edit page.  no need to hide anything on the plan edit page.",3,train
BAM-4536,Spike: Extract common behaviour from Plan and Chain,nan,20,train
BAM-4537,Quick and dirty list of chains,nan,2,train
BAM-4574,Package http://datejs.googlecode.com/files/date.js for gadgets,the gadgets should not use http:/datejs.googlecode.com/files/date.js directly,1,train
BAM-4576,Faster Setup: Minimize screens for setup wizard - express vs custom installs,nan,5,train
BAM-4579,Faster Setup: Immediately login as admin user after setup wizard,nan,1,train
BAM-4580,Faster Setup: Make it obvious where to go next after login,nan,3,train
BAM-4581,Faster Setup: Remove/Reword supportability wording of HSQLDB,nan,1,train
BAM-4583,External DB: Bundle database drivers,nan,3,train
BAM-4593,WIP Creation: Allow Save after builders entry,nan,5,train
BAM-4594,WIP Creation: Option to not build immediately after plan create,nan,2,train
BAM-4605,Faster Wizard: Setting up Builders/JDKs inline,nan,3,train
BAM-4627,Inline adding of IM,nan,2,train
BAM-4628,Faster Wizard: Inline create mail sever,nan,2,train
BAM-4645,Faster Setup: Visual indication for long running tasks in Setup Wizard,nan,3,train
BAM-4664,Re-enable the maven tab to see if it still works on single module projects.,nan,2,train
BAM-4665,"Show the snapshot dependencies at the top of the maven tab, ie update the maven dependency parser so that it can just provide snapshot dependencies.",nan,2,train
BAM-4666,"introduce a ""generated"" type of dependency (as opposed to a manually created).",nan,8,train
BAM-4667,generated dependencies are created after builds complete based on maven dependency info.,nan,8,train
BAM-4673,Check and make the maven tab work on multi module projects.,nan,5,train
BAM-4690,Clean up chain level Repo information,nan,5,train
BAM-4704,Installer not setting bamboo home,after installing bamboo using the 2.5 m2 windows installer bamboo does not start because bamboo.home is not set.  i checked bamboo init.properties and it has not been updated at all.  see install4j logs,1,train
BAM-4718,"Provide persistence to abstract ""artifacts/particles"" consumed and produced by plan.",nan,2,train
BAM-4724,Allow user to specify location of pom file,nan,2,train
BAM-4725,Spiking read pom before build occurs using maven 3 embedder - svn only,nan,8,train
BAM-4729,Unchecking use maven dependencies option should actually clear maven depedencies data. Confirmation for this should happen.,nan,3,train
BAM-4731,Miscellaneous UI ugliness,remembering which tab you're on for configuraiton  tooltips broken  styling for tabs for build configuration  dropdown build menu is too narrow.  build configuration tabs no longer check if there is data not saved before navigating away from the tab.,3,train
BAM-4732,View a build that didn't run because of a failed prior stage in the chain,nan,2,train
BAM-4734,Clicking the run page should go to the live results page.,nan,1,train
BAM-4735,Redirect to last result of the chain if no chains currently running,nan,1,train
BAM-4736,Build blocking for chain dependencies,nan,2,train
BAM-4737,Automatically turn on build blocking when turning on maven dependencies with warning,nan,2,train
BAM-4780,Spike backend support up to 100 remote agents,acceptance criteria:     100 remote agents can concurrently connect to one server.   the 100 remote agents include both remote and elastic agents.    100 builds can concurrently run,20,train
BAM-4790,Make mail server template more compact,nan,1,train
BAM-4791,update page inline rather than reload after adding builder/jdk/mail/im,nan,5,train
BAM-4793,User can specify a pom.xml for plans to be created from,nan,3,train
BAM-4794,Resolve concurrent chains issue with hack,nan,3,train
BAM-4795,Bamboo can parse the pom.xml plan details,nan,5,train
BAM-4806,Upgrade to AUI 2.0.3,"aui 2.0 has changes that are not currently compatible with bamboo's js, especially the restrictions they have imposed where the selector $ is no longer allowed    this is needed for 2009 11 upgrade pack.",2,train
BAM-4841,Dependency block should block on parents as well,nan,5,train
BAM-4845,Styling for tabs for build configuration,nan,5,train
BAM-4849,Maven dependency on by default(?),nan,1,train
BAM-4850,Maven dependency tab clean up,nan,3,train
