issuekey,title,description,storypoint,split_mark
APSTUD-3250,Shrink (or remove) errant indexing messages,"when a file scheduled for indexing disappears, the following message gets printed to the log file:      !entry org.eclipse.core.resources 4 368 20110811 11:32:42.401  !message resource '/uatest2/build/android/bin/assets/resources/app.js' does not exist.    !entry com.aptana.editor.js 4 0 20110811 11:32:42.464  !message (build 3.0.3.1312842772) [error]  file not found: c:\users\ingo muschenetz\documents\titanium studio workspace\uatest2\build\android\bin\assets\resources\app.js.  !stack 1  org.eclipse.core.runtime.coreexception: file not found: c:\users\ingo muschenetz\documents\titanium studio workspace\uatest2\build\android\bin\assets\resources\app.js.    org.eclipse.core.internal.filesystem.policy.error(policy.java:55)    org.eclipse.core.internal.filesystem.local.localfile.openinputstream(localfile.java:371)    com.aptana.editor.js.contentassist.index.jsfileindexingparticipant.indexfilestore(jsfileindexingparticipant.java:108)    com.aptana.index.core.abstractfileindexingparticipant.index(abstractfileindexingparticipant.java:139)    com.aptana.index.core.indexrequestjob.indexfilestores(indexrequestjob.java:423)    com.aptana.index.core.indexcontainerjob.run(indexcontainerjob.java:100)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  caused by: java.io.filenotfoundexception: c:\users\ingo muschenetz\documents\titanium studio workspace\uatest2\build\android\bin\assets\resources\app.js (the system cannot find the path specified)    java.io.fileinputstream.open(native method)    java.io.fileinputstream./(unknown source)    org.eclipse.core.internal.filesystem.local.localfile.openinputstream(localfile.java:362)   ... 5 more  !subentry 1 org.eclipse.core.filesystem 4 271 20110811 11:32:42.464  !message file not found: c:\users\ingo muschenetz\documents\titanium studio workspace\uatest2\build\android\bin\assets\resources\app.js.  !stack 0  java.io.filenotfoundexception: c:\users\ingo muschenetz\documents\titanium studio workspace\uatest2\build\android\bin\assets\resources\app.js (the system cannot find the path specified)    java.io.fileinputstream.open(native method)    java.io.fileinputstream./(unknown source)    org.eclipse.core.internal.filesystem.local.localfile.openinputstream(localfile.java:362)    com.aptana.editor.js.contentassist.index.jsfileindexingparticipant.indexfilestore(jsfileindexingparticipant.java:108)    com.aptana.index.core.abstractfileindexingparticipant.index(abstractfileindexingparticipant.java:139)    com.aptana.index.core.indexrequestjob.indexfilestores(indexrequestjob.java:423)    com.aptana.index.core.indexcontainerjob.run(indexcontainerjob.java:100)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)      that seems a bit overkill. do we need to print this message at all? if so, perhaps we just print a modification of the top one w/out the stack trace, or only display the stack trace when viewing info severity?",8,train
APSTUD-3307,"Aptana Studio has wrong ""My Documents"" path","aptana studio uses wrong paths, causing errors on initial start.    when started, aptana studio presents error ""periodic workspace save has encountered a problem"" (see attached). the path given by that error is wrong... somehow aptana studio thinks:  1) my main profile is located on the d: drive (wrong)  2) my documents folder is located on d: drive (wrong)  3) my documents folder is named ""my documents"" (wrong)  4) my d: drive has a lot of space to store stuff (wrong)    items 1, 2 and 3 can be easily queried from windows, and item 4 would be a non issue if aptana used correct paths.    due to this bug, my d: drive is now full with mysterious files created by aptana all of which, as far as i can tell, should either be on the c: or m: drives.    in addition, installation of portablegit fails, probably due to attempting to install into an incorrect path.",13,train
APSTUD-3316,Support Node.js editing," code assist   support for ""requires"" and imported modules    autoattaching of documentation sources (see http:/blog.jetbrains.com/webide/2012/03/attachingthesourcesofnodejscoremodules/) for an example of possible workflow",20,train
APSTUD-3322,"Find new location for Aptana Rubles folder, or create it on demand","it appears some users are upset by the creation of an empty aptana rubles folder in user.home on startup. given that user rubles can now be created directly inworkspace as toplevel projects, the current aptana rubles location may be antiquated, as users will rarely have to interact with the folder directly. viewing here:    http:/help.eclipse.org/indigo/index.jsp?topic=%2forg.eclipse.platform.doc.isv%2freference%2fmisc%2fruntime options.html    it suggests that a possible better location would be under the osgi.configuration.area.    alternately, we could only create the aptana rubles folder if a user chooses to actually download and install new rubles.",8,train
APSTUD-3343,"No ""Synchronize"" option in right-click menu","# create a new local project  # create a connection to a remote server  # right click on a file in the local project. no synchronize option there.    it may be that ""synchronize"" is encapsulated by ""deploy app"", though deploy to me suggests deploying from the root. suggest we really need the sync option for ftp/sftp type sites.",8,train
APSTUD-3368,Add console.debug selector to default themes,nan,1,train
APSTUD-3376,PHP: Add Open Type/Method PHP feature,one feature that is sorely missed is open type in the eclipse php pdt. attached is a screenshot of the feature in eclipse pdt.,5,train
APSTUD-3380,Upgrade packaged JRuby to 1.6.4,we currently use jruby 1.6.3 which has at least one bug causing issues for turkish users.,1,train
APSTUD-3381,Upgrade jrubyparser plugin to latest from github,"there are 1.9 syntax fixes int he latest jrubyparser source. i'll need to clone it, compile, put the new binaries in our plugin and then perform any fixes afterwards as a result of any api changes.",1,train
APSTUD-3402,Update FTP Library to 3.9.1,edt released a new update of the ftppro library: http:/  ,1,train
APSTUD-3422,Show differences in synchronize window extremely slow.,"synchronize files to bring up the synchronize window.  a list of files will show up in the preview window.  right click on any file that needs updating and ""show differences"".    the software will hang for a long time before bringing up the text differences window.    these are the exact steps i used to produce the issue:    1.  click on the project explorer tab.  2.  click on a project.  3.  right click and deploy app.  4.  synchronize window shows up showing a list of files.  5.  right click on any file that need updating.  6.  click on show differences.    this is where it hangs.  the files i work with range in anywhere from 1k to 150k.  the 1k files takes a few seconds to compare.  the 150k files takes longer than 5 mins (i gave up after 5 minutes).",8,train
